id,name,thumbnail,Vehicle Class,Manufacturer,Available from,Storage Location,Modifications,Title Update,Sell,Release Date,Based on (Real Life Vehicle),In-Game Model Name,Seats / Capacity,Weight (KG),Drivetrain,Gears,Request Delivery,Game Edition/Mode,Top Speed - Real (Broughy),GTA Online Price,Sell Price - Resale,Speed (Stat),Acceleration,Braking,Handling (Traction / Agility),Overall Rating,Vehicle Feature 1,Vehicle Feature 2,Source,Last Updated
3079,Weaponized Dinghy,https://www.gtabase.com/images/gta-5/vehicles/boats/main/resized/weaponized-dinghy_320x180.jpg,Boats,Nagasaki,Warstock Cache & Carry,Pegasus Vehicle,Cannot be modified,1.52 Cayo Perico Heist,Cannot be sold,2021-02-25,Rigid-hulled inflatable boat,dinghy5,5,2100,,,Pegasus Concierge,GTA Online,71.5,1850000,,77.1605,82.352943,,34,64.504481,Armed Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3078,Squaddie,https://www.gtabase.com/images/gta-5/vehicles/suvs/main/resized/squaddie_320x180.jpg,SUVs,Mammoth,Warstock Cache & Carry,Garage (Personal Vehicle),Los Santos Customs,1.52 Cayo Perico Heist,Can be sold only if purchased (High-End),2021-02-04,Hummer H1,squaddie,4,2750,All-Wheel Drive,5,Mechanic,GTA Online,101.75,1130000,678000,69.751678,42.5,10,60.606064,45.714436,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3077,Veto Modern (Go-Kart),https://www.gtabase.com/images/gta-5/vehicles/temp/resized/veto-modern_320x180.jpg,Sports,Dinka,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.52 Cayo Perico Heist,Can be sold only if purchased (High-End),2020-12-22,Modern racing go-kart,veto2,1,600,Rear-Wheel Drive,1,Mechanic,GTA Online,76.8,995000,597000,42.924107,100,13.333334,88.63636,61.22345,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3076,Veto Classic (Go-Kart),https://www.gtabase.com/images/gta-5/vehicles/temp/resized/veto-classic_320x180.jpg,Sports,Dinka,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.52 Cayo Perico Heist,Can be sold only if purchased (High-End),2020-12-18,1960s-1970s Go-Kart,veto,1,450,Rear-Wheel Drive,1,Mechanic,GTA Online,78.8,895000,537000,40.241348,100,11.666667,86.36364,59.567914,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3070,Kosatka (Submarine HQ),https://www.gtabase.com/images/gta-5/vehicles/boats/main/resized/kosatka_320x180.jpg,Boats,RUNE,Warstock Cache & Carry,,,1.52 Cayo Perico Heist,Cannot be sold,2020-12-15,Russian Project 667BDR Delta III-class submarine and Chinese Type 094 submarines,kosatka,1,20000,,,Interaction Menu - Services,GTA Online,41.5,2200000,,46.296299,30.882353,,,25.72621733,Armed Vehicle,Armored Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3069,Toreador,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/toreador_320x180.jpg,Sports Classics,Pegassi,Warstock Cache & Carry,Kosatka Moon Pool,Los Santos Customs,1.52 Cayo Perico Heist,Can be sold only if purchased (High-End),2020-12-15,Lamborghini Marzal,toreador,4,1600,Rear-Wheel Drive,5,Mechanic,GTA Online,135.25,3660000,2196000,80.482697,75,33.333336,74.242424,65.764614,Rocket Boost,Submersible,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3068,Sparrow,https://www.gtabase.com/images/gta-5/properties/kosatka/vehicles/resized/sparrow_320x180.jpg,Helicopters,,Warstock Cache & Carry,Kosatka Moon Pool,Kosatka Moon Pool,1.52 Cayo Perico Heist,Cannot be sold,2020-12-15,"Bell Model 47 ""Sioux""","seasparrow2, seasparrow3",2,800,,,Interaction Menu - Kosatka,GTA Online,168.75,1815000,,100,100,,100,100,Armed Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3067,Avisa,https://www.gtabase.com/images/gta-5/properties/kosatka/vehicles/resized/avisa_320x180.jpg,Boats,Kraken Submersibles,Warstock Cache & Carry,Kosatka Moon Pool,Cannot be modified,1.52 Cayo Perico Heist,Cannot be sold,2020-12-15,U-Boat Worx NEMO and SEAmagine AURORA-6,avisa,4,2000,,,Interaction Menu - Kosatka,GTA Online,16.8,1545000,,46.296299,61.764706,,,36.020335,Submersible,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3066,Kurtz 31 Patrol Boat,https://www.gtabase.com/images/gta-5/vehicles/boats/main/resized/patrol-boat_320x180.jpg,Boats,,Warstock Cache & Carry,Pegasus Vehicle,Cannot be modified,1.52 Cayo Perico Heist,Cannot be sold,2020-12-15,"Vietnam War era Patrol Boat, River",patrolboat,4,2500,,,Pegasus Concierge,GTA Online,36.8,2955000,,74.074081,76.470589,,80,57.6361675,Armed Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3065,Longfin,https://www.gtabase.com/images/gta-5/vehicles/boats/main/resized/longfin_320x180.jpg,Boats,Shitzu,DockTease,Pegasus Vehicle,Cannot be modified,1.52 Cayo Perico Heist,Cannot be sold,2020-12-15,Magnum 44' luxury speed boat,longfin,4,7000,,,Pegasus Concierge,GTA Online,122,2125000,,86.419754,100,,60.000004,82.13991933,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3064,Annihilator Stealth,https://www.gtabase.com/images/gta-5/vehicles/helicopters/main/resized/annihilator-stealth_320x180.jpg,Helicopters,Western Company,Warstock Cache & Carry,Hangar (Personal Aircraft),Hangar Aircraft Workshop,1.52 Cayo Perico Heist,Can be sold only if purchased (High-End),2020-12-15,Stealth prototype of a Sikorsky UH-60 Black Hawk,annihilator2,6,13000,,,Interaction Menu - Aircraft,GTA Online,149,3870000,2322000,91.024139,96.428581,,76.145203,87.86597433,Stealth Mode,Armed Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3063,RO-86 Alkonost,https://www.gtabase.com/images/gta-5/vehicles/planes/main/resized/ro-86-alkonost_320x180.jpg,Planes,,Warstock Cache & Carry,Hangar (Personal Aircraft),Hangar Aircraft Workshop,1.52 Cayo Perico Heist,Can be sold only if purchased (High-End),2020-12-15,Russian Tupolev Tu-160 and American Rockwell B-1 Lancer,alkonost,2,55500,,,Interaction Menu - Aircraft,GTA Online,167.5,4350000,2610000,90.504845,69,62.448341,0.594859,55.63701125,Armed Vehicle,Armored Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
3062,Winky,https://www.gtabase.com/images/gta-5/vehicles/off-road/main/resized/winky_320x180.jpg,Off-Road,Vapid,Warstock Cache & Carry,Garage (Personal Vehicle),Los Santos Customs,1.52 Cayo Perico Heist,Can be sold only if purchased (High-End),2020-12-15,Willys MB and Ford GPW,winky,3,1113,All-Wheel Drive,5,Mechanic,GTA Online,72,1100000,660000,48.289619,37.5,8.666667,56,37.614072,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2819,Gauntlet Classic Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/gauntlet-classic-custom_320x180.jpg,Muscle,Bravado,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,1969 Dodge Charger Daytona & 1970 Plymouth Superbird,gauntlet5,2,1700,Rear-Wheel Drive,4,Mechanic,GTA Online,125.5,815000,489000,84.775108,72.5,29.999998,68.181816,63.864231,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2818,Yosemite Rancher,https://www.gtabase.com/images/gta-5/vehicles/off-road/main/resized/yosemite-rancher_320x180.jpg,Off-Road,Declasse,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,Chevrolet C10,yosemite3,2,1400,All-Wheel Drive,4,Mechanic,GTA Online,105.5,700000,420000,74.580643,68.75,16,63.636364,55.741752,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2817,Youga Classic 4x4,https://www.gtabase.com/images/gta-5/vehicles/vans/main/resized/youga-classic-4x4_320x180.jpg,Vans,Bravado,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,Ford Ecoline (2nd gen),youga3,4,2700,Rear-Wheel Drive,5,Mechanic,GTA Online,95.5,1288000,772800,64.386162,42.5,10,59.090912,43.994269,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2816,Glendale Custom,https://www.gtabase.com/images/gta-5/vehicles/sedans/main/resized/glendale-custom_320x180.jpg,Sedans,Benefactor,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,"Mercedes-Benz E-Class W123, W114, S-Class W109, BMW E3 3.0Si",glendale2,4,1550,Rear-Wheel Drive,5,Mechanic,GTA Online,112.25,520000,312000,79.409599,58.25,20.833332,62.121212,55.153536,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2815,Peyote Custom,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/peyote-custom_320x180.jpg,Sports Classics,Vapid,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,Ford Thunderbird,peyote3,2,2250,Rear-Wheel Drive,4,Mechanic,GTA Online,111,620000,372000,75.11718,51.25,9.333333,60.000004,48.925129,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2814,Manana Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/manana-custom_320x180.jpg,Muscle,Albany,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,"Buick LeSabre, Cadillac Eldorado",manana2,2,2000,Rear-Wheel Drive,4,Mechanic,GTA Online,108.75,925000,555000,75.922012,59.999996,9.166667,60.000004,51.27217,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2811,Beater Dukes,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/beater-dukes_320x180.jpg,Muscle,Imponte,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,1968-1970 Dodge Charger,dukes3,2,1550,Rear-Wheel Drive,5,Mechanic,GTA Online,112.5,378000,226800,77.26339,78.75,25,66.666672,61.920016,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2810,Seminole Frontier,https://www.gtabase.com/images/gta-5/vehicles/suvs/main/resized/seminole-frontier_320x180.jpg,SUVs,Canis,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,2nd Generation Jeep Cherokee (XJ),seminole2,4,2200,All-Wheel Drive,4,Mechanic,GTA Online,100,678000,406800,69.751678,50,26.666668,60.606064,51.756103,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2809,Landstalker XL,https://www.gtabase.com/images/gta-5/vehicles/suvs/main/resized/landstalker-xl_320x180.jpg,SUVs,Dundreary,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,Fourth generation Lincoln Navigator,landstalker2,4,2500,All-Wheel Drive,5,Mechanic,GTA Online,100.75,1220000,732000,72.434425,47.5,26.666668,65.15152,52.938153,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2808,Penumbra FF,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/penumbra-ff_320x180.jpg,Sports,Maibatsu,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,2nd Generation Mitsubishi Eclipse & 2nd Generation Eagle Talon,penumbra2,2,1300,All-Wheel Drive,5,Mechanic,GTA Online,112.75,1380000,828000,76.190292,75,26.666668,71.21212,62.26727,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2807,Club,https://www.gtabase.com/images/gta-5/vehicles/compacts/main/resized/club_320x180.jpg,Compacts,BF,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,Volkswagen Golf MK 1,club,2,950,Front-Wheel Drive,4,Mechanic,GTA Online,112.5,1280000,768000,75.11718,59.375,24,62.121212,55.153348,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2806,Coquette D10,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/coquette-d10_320x180.jpg,Sports,Invetero,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,Chevrolet Corvette C8,coquette4,2,1600,Rear-Wheel Drive,8,Mechanic,GTA Online,130,1510000,906000,85.848213,79.999992,20,100,71.462051,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2805,Tigon,https://www.gtabase.com/images/gta-5/vehicles/super/main/resized/tigon_320x180.jpg,Super,Lampadati,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,De Tomaso P7 & Ultima RS,tigon,2,1250,Rear-Wheel Drive,7,Mechanic,GTA Online,125.75,2310000,1386000,86.438423,94.875,37.333332,100,79.661689,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2804,DR1 (IndyCar),https://www.gtabase.com/images/gta-5/vehicles/open-wheel/main/resized/dr1_320x180.jpg,Open Wheel,Declasse,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,2019 Dallara Indy Car,openwheel2,1,750,Rear-Wheel Drive,6,Mechanic,GTA Online,124,2997000,1798200,87.32373,100,38.333332,96.727272,80.596084,KERS Boost,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2803,BR8 (Formula 1 Car),https://www.gtabase.com/images/gta-5/vehicles/open-wheel/main/resized/br8_320x180.jpg,Open Wheel,Benefactor,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.51 LS Summer Special,Can be sold only if purchased (High-End),2020-08-11,2011 Red Bull RB7 & 2009 Red Bull RB5,openwheel1,1,550,Rear-Wheel Drive,6,Mechanic,GTA Online,122.75,3400000,2040000,87.18959,100,43.333332,100,82.630731,KERS Boost,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2473,Zhaba,https://www.gtabase.com/images/gta-5/vehicles/off-road/main/resized/zhaba_320x180.jpg,Off-Road,RUNE,Warstock Cache & Carry,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-01-02,SHERP ATV,zhaba,4,1600,All-Wheel Drive,5,Mechanic,GTA Online,62,2400000,1440000,49.631001,45,26.666668,57.575756,44.718356,Armored Vehicle,Float on Water,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2472,JB 700W,https://www.gtabase.com/images/gta-5/vehicles/sports-classic/main/resized/jb-700w_320x180.jpg,Sports Classics,Dewbauchee,Warstock Cache & Carry,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2019-12-26,Aston Martin DB5,jb7002,2,1600,Rear-Wheel Drive,5,Mechanic,GTA Online,119.25,1470000,882000,80.482697,65,20,65.15152,57.658554,Weaponized Vehicle,Armed Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2471,Invade and Persuade RC Tank,https://www.gtabase.com/images/gta-5/vehicles/military/main/resized/invade-persuade-tank_320x180.jpg,Remote Control,,Warstock Cache & Carry,,Los Santos Customs,1.49 Diamond Casino Heist,Cannot be sold,2019-12-25,,minitank,,500,All-Wheel Drive,1,Interaction Menu - RC,GTA Online,26.75,2275000,,20,15,5,61,25.25,Armed Vehicle,Armored Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2470,Blista Kanjo,https://www.gtabase.com/images/gta-5/vehicles/compacts/main/resized/blista-kanjo_320x180.jpg,Compacts,Dinka,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-02-20,Honda Civic Type R EK9 and other 1990 Honda cars,kanjo,2,1150,Front-Wheel Drive,5,Mechanic,GTA Online,109.25,580000,348000,75.11718,79.999992,16.666668,59.696972,57.870203,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2469,Sugoi,https://www.gtabase.com/images/gta-5/vehicles/sports/resized/sugoi_320x180.jpg,Sports,Dinka,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-02-13,Honda Civic Type R FK8,sugoi,4,1380,Front-Wheel Drive,6,Mechanic,GTA Online,119.25,1224000,734400,83.702011,77.5,28.333334,100,72.383836,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2468,Drift Yosemite,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/drift-yosemite_320x180.jpg,Muscle,Declasse,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-02-06,Chevrolet C10,yosemite2,2,1200,Rear-Wheel Drive,6,Mechanic,GTA Online,108.25,1308000,784800,75.11718,98.75,28.333334,79.545456,70.436493,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2467,Outlaw,https://www.gtabase.com/images/gta-5/vehicles/off-road/main/resized/outlaw_320x180.jpg,Off-Road,Nagasaki,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-01-23,Can-Am Maverick X3 Turbo,outlaw,2,850,All-Wheel Drive,3,Mechanic,GTA Online,90.5,1268000,760800,62.776505,100,20,61.363636,61.035035,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2466,Sultan Classic,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/sultan-classic_320x180.jpg,Sports,Karin,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-01-16,Subaru Impreza GC8 and Mitsubishi Lancer Evolution I,sultan2,4,1100,All-Wheel Drive,5,Mechanic,GTA Online,116.5,1718000,1030800,77.799942,82.500008,16.666668,75.606064,63.143171,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2465,Stryder,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/stryder_320x180.jpg,Motorcycles,Nagasaki,Legendary Motorsport,MC Clubhouse,Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-03-05,Lazareth Triazuma,stryder,2,401,Rear-Wheel Drive,6,Mechanic,GTA Online,101.5,670000,402000,69.751678,90,40,74.242424,68.498526,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2464,PR4 (Formula 1 Car),https://www.gtabase.com/igallery/6701-6800/resized/GTA5_Vehicles_PR4_Formula1_Action-6704-360_320x180.jpg,Open Wheel,Progen,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-02-27,1991 McLaren MP4/6,formula,1,505,Rear-Wheel Drive,6,Mechanic,GTA Online,120.5,3515000,2109000,87.18959,100,41.666664,100,82.214064,KERS Boost,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2463,R88 (Formula 1 Car),https://www.gtabase.com/igallery/6701-6800/resized/GTA5_Vehicles_R88_Formula1_Action-6706-360_320x180.jpg,Open Wheel,Ocelot,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-02-27,"Lotus 97T, Alfa Romeo 179B and various 1980 F1 Cars",formula2,1,585,Rear-Wheel Drive,6,Mechanic,GTA Online,122,3115000,1869000,87.18959,100,41.666664,98.954544,81.9527,KERS Boost,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2462,V-STR,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/v-str_320x180.jpg,Sports,Albany,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-01-30,2019 Cadillac CTS-V,vstr,4,1878,Rear-Wheel Drive,8,Mechanic,GTA Online,126.25,1285000,771000,85.445801,94.75,20.833332,78.181816,69.802737,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
2461,Imorgon,https://www.gtabase.com/images/gta-5/vehicles/sports/main/resized/imorgon_320x180.jpg,Sports,Overflod,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.49 Diamond Casino Heist,Can be sold only if purchased (High-End),2020-01-09,Roland Gumpert Nathalie,imorgon,2,1600,All-Wheel Drive,2,Mechanic,GTA Online,107.25,2165000,1299000,79.677879,100,27.833334,100,76.877803,Electric Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
